Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,cluster
1,32,0,0,16,624,1737,4574,0,0,6,1,1,5,3,2,0,0,3
6,1402,3,348,45,6808,0,675,0,0,8,0,0,0,1,2,0,0,103
1,1353,1,0,52,7273,616,1704,0,0,7,2,1,2,10,2,0,0,102
0,0,0,0,5,673,1667,4371,0,0,7,2,1,5,2,2,0,0,3
0,0,0,0,12,1864,0,2758,0,4,6,0,1,2,3,2,0,0,101
0,0,0,0,11,1120,1631,3640,0,0,1,0,0,7,1,2,0,0,101
0,0,3,256,36,5250,966,3730,0,0,7,1,1,0,1,2,0,0,101
1,79,0,0,77,8680,0,1105,0,0,1,1,1,0,1,2,0,0,102
5,1142,4,681,37,6104,485,876,2000,0,6,1,3,0,2,2,0,0,103
0,0,0,0,5,697,1667,4652,0,3,6,0,0,0,0,2,0,0,101
0,0,0,0,2,7,0,4673,0,0,7,1,3,0,4,0,0,0,101
0,0,0,0,4,1271,0,4673,0,0,1,1,9,8,0,2,0,0,101
0,0,0,0,2,0,1871,4776,0,0,1,1,1,0,12,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,1,1,1,0,2,2,0,0,101
7,2108,0,0,32,6210,0,1858,0,0,5,1,1,0,7,2,1,0,102
1,505,0,0,19,2180,1779,4727,0,0,3,0,0,2,2,2,0,0,101
4,1032,0,0,24,5588,1650,4343,0,0,5,1,3,2,0,2,0,0,101
5,3035,2,80,25,2665,0,2581,0,0,5,1,1,6,1,2,0,0,102
0,0,0,0,9,1470,0,899,0,0,5,2,1,0,2,2,0,0,0
0,0,0,0,3,533,0,3473,0,0,6,2,1,1,12,2,0,0,101
1,5,1,0,22,2236,0,801,103,0,8,1,1,0,1,2,0,1,100
0,0,0,0,13,1331,0,2546,0,0,1,1,3,0,1,2,0,0,102
7,1580,0,0,7,1303,0,1905,0,0,1,0,0,0,1,2,1,0,102
12,3266,9,1108,125,9359,802,2463,680,0,7,2,1,3,1,2,0,1,103
4,775,0,0,39,7341,532,2634,515,0,5,3,0,2,1,2,0,0,102
0,0,0,0,16,1188,1609,4515,0,4,6,1,1,0,0,2,0,0,101
0,0,0,0,42,5989,1543,3100,0,0,1,2,1,1,12,2,1,0,101
0,0,0,0,1,0,1871,4776,0,5,6,3,0,1,2,2,1,0,101
0,0,0,0,5,4127,1862,4769,0,0,7,2,1,1,12,2,0,0,101
0,0,0,0,3,20,1783,4740,0,0,6,2,1,2,2,2,0,0,3
0,0,0,0,7,2338,1752,4608,0,0,5,2,1,7,0,2,0,0,3
9,2944,0,0,17,1192,0,2719,0,0,9,1,1,0,1,2,0,0,102
11,2725,2,1041,57,6506,1273,3306,966,0,8,0,0,2,0,2,0,0,103
8,2545,3,768,24,5293,0,1474,918,0,6,1,3,2,2,2,0,1,103
0,0,0,0,14,680,1793,4707,0,5,6,2,1,0,12,2,1,0,101
0,0,0,0,38,6147,584,1690,0,0,7,0,0,0,1,2,0,0,102
6,1090,0,0,11,3029,0,430,0,0,7,3,0,0,7,0,0,0,102
0,0,0,0,38,7576,981,3059,0,4,6,1,1,2,0,2,0,0,101
7,644,2,185,135,9184,331,788,0,0,1,1,1,0,0,2,0,0,103
3,1793,2,522,7,2518,0,1766,0,0,0,0,0,0,3,2,1,0,102
4,1218,0,0,6,719,0,3679,0,0,7,0,1,0,1,2,0,0,0
0,0,0,0,13,1599,0,4059,0,0,5,1,1,3,1,2,0,0,3
2,1003,0,0,20,5280,0,2298,2497,0,1,1,1,0,9,2,0,0,100
0,0,0,0,8,4145,1440,3823,467,0,7,0,0,2,0,2,0,1,100
1,186,0,0,11,1463,0,1905,0,0,5,2,1,0,2,2,0,0,0
0,0,0,0,1,0,1871,4776,0,0,1,1,1,5,0,2,1,0,101
0,0,0,0,3,1538,0,4453,0,0,4,1,1,2,3,2,0,0,3
0,0,2,871,132,9306,426,1142,0,0,7,1,1,1,1,2,0,0,103
8,2722,0,0,12,3802,952,3237,0,0,7,1,1,6,1,2,0,0,102
5,1036,0,0,15,2963,0,367,2569,0,1,7,12,8,19,1,0,1,100
0,0,0,0,13,2061,0,3300,0,0,7,1,1,0,1,2,0,0,3
2,171,0,0,19,8531,1253,3723,0,0,5,1,1,3,5,2,0,0,3
2,96,0,0,12,1044,0,1335,0,0,7,1,1,0,1,0,0,0,102
0,0,0,0,41,4793,934,2307,0,3,6,1,4,0,2,2,0,0,101
2,1389,2,20,14,1422,0,2443,0,0,1,1,9,3,1,0,0,0,102
8,789,0,0,36,8153,0,1939,1206,0,6,1,4,6,1,2,0,0,102
0,0,0,0,90,8123,1462,4054,0,0,7,1,1,0,1,2,0,0,101
7,777,0,0,67,6661,858,2015,34,0,4,1,1,1,12,2,0,0,102
0,0,0,0,1,0,1871,4776,0,0,1,0,0,2,2,0,1,0,101
0,0,0,0,20,7792,952,3744,0,0,6,0,0,0,3,2,0,0,101
0,0,0,0,13,1518,0,4391,0,0,6,1,1,7,2,2,0,0,3
5,371,0,0,54,6324,594,2493,0,0,1,1,1,3,0,2,0,0,102
0,0,0,0,11,1854,0,1046,0,0,7,2,1,0,1,2,0,0,0
1,300,2,76,57,8344,459,2387,0,5,6,1,1,3,1,2,1,0,101
0,0,1,42,34,8802,1626,4566,0,3,6,0,0,0,3,2,0,0,101
0,0,1,42,119,8222,595,479,0,0,7,2,1,2,12,2,1,0,102
0,0,0,0,74,8223,599,2326,1839,0,6,1,4,2,5,2,0,0,100
0,0,0,0,6,686,0,3473,0,0,1,1,1,0,10,0,0,0,102
0,0,0,0,17,8127,1316,3837,0,0,7,2,1,3,12,2,0,0,101
5,961,0,0,106,8366,197,772,148,0,6,3,1,2,5,2,0,0,102
0,0,0,0,91,9042,0,655,0,0,1,1,1,0,1,0,0,0,102
4,142,0,0,22,1315,1207,3587,0,0,7,1,1,0,1,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,5,2,1,4,0,2,0,0,3
1,738,0,0,23,6035,0,594,2073,0,1,1,3,0,1,0,0,1,100
0,0,0,0,12,2683,0,559,0,0,7,1,1,0,1,0,0,0,102
0,0,0,0,2,10,0,4673,0,0,7,1,1,3,0,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,1,2,1,1,0,2,1,0,101
0,0,0,0,9,6157,1440,4008,0,3,6,1,1,2,0,2,0,0,101
0,0,1,282,67,8316,1222,2991,0,0,1,1,1,0,0,2,0,0,102
11,1589,6,1019,72,9135,0,753,1192,0,1,1,1,3,1,2,0,0,103
0,0,0,0,15,5603,0,45,1909,0,1,1,3,0,1,2,0,1,100
0,0,0,0,1,0,1871,4776,0,0,7,2,1,2,12,2,0,0,101
6,1384,2,1023,78,9186,0,845,50,0,7,1,1,8,0,2,0,0,103
6,789,3,1025,34,6486,0,2655,1672,0,5,1,1,0,1,2,0,0,103
1,49,0,0,71,7025,0,122,0,0,7,7,1,0,2,2,1,0,102
1,13,1,13,25,3501,0,2276,2681,0,6,0,0,7,3,2,1,1,100
4,1061,0,0,15,4107,981,4233,0,0,1,1,4,3,1,2,0,0,101
0,0,0,0,26,3817,438,1264,0,0,5,0,0,7,2,2,0,0,102
0,0,0,0,1,0,1871,4776,0,0,6,0,0,3,2,2,0,0,101
0,0,1,0,6,3052,0,4317,0,0,7,1,1,2,7,2,1,0,101
6,537,0,0,80,7397,791,3477,0,0,7,1,5,5,0,2,0,0,102
3,942,2,52,36,7055,584,2618,0,0,7,1,1,6,0,2,0,0,102
0,0,0,0,22,5162,896,1464,0,0,8,1,1,0,3,2,1,0,102
4,1642,0,0,20,4608,0,1200,448,0,1,1,1,0,1,2,0,1,100
0,0,2,592,72,7788,303,1862,0,0,1,1,1,0,1,2,0,0,103
0,0,0,0,19,2149,0,825,0,0,1,1,1,1,0,2,0,0,102
2,920,10,1136,54,7404,570,2149,1781,0,1,0,0,1,1,2,0,0,103
8,2142,2,303,24,2611,0,430,0,0,9,1,3,3,4,0,0,0,102
0,0,0,0,4,2396,1725,4539,0,0,5,1,1,5,0,2,0,0,3
2,224,2,238,19,3136,215,2776,0,0,6,2,1,7,2,2,1,0,102
0,0,0,0,27,4839,1207,2512,0,0,1,1,1,2,1,2,1,0,101
1,193,0,0,17,3589,1716,4213,0,0,3,1,1,1,0,2,0,0,3
0,0,0,0,24,3604,0,2276,0,0,7,0,0,2,1,2,1,1,100
8,2744,6,785,45,7423,896,1663,245,0,5,2,1,0,1,2,1,0,103
0,0,0,0,13,4043,0,1495,0,0,6,2,1,0,3,2,0,0,0
4,523,0,0,19,3967,0,1839,671,0,5,2,1,6,1,2,1,1,100
1,56,0,0,19,3622,0,2428,0,0,5,2,1,2,2,2,0,0,0
0,0,0,0,24,5654,0,1095,2211,0,7,1,1,2,7,0,1,1,100
0,0,0,0,10,2521,0,3635,0,0,1,2,1,0,1,2,0,1,100
0,0,0,0,45,7377,1368,3724,0,0,4,3,0,2,2,2,0,0,101
0,0,0,0,44,4397,0,244,2702,0,1,7,12,8,19,1,0,1,100
0,0,0,0,13,1577,1230,4600,0,0,9,0,0,0,2,2,0,0,101
0,0,0,0,28,2714,0,3473,0,0,7,1,1,6,9,2,0,0,101
0,0,0,0,23,4191,518,1243,2671,0,1,0,7,0,10,0,0,1,100
4,1497,0,0,20,4672,1492,3900,0,0,6,1,1,5,3,2,0,0,3
0,0,0,0,5,352,1391,1200,0,0,5,0,0,1,8,2,1,0,101
0,0,0,0,7,232,1545,4453,0,0,1,2,1,0,19,2,0,0,101
3,746,0,0,10,525,0,69,0,0,8,2,1,2,1,2,1,0,102
1,59,1,117,88,7064,518,2247,0,0,5,1,1,0,1,2,0,0,102
5,1375,0,0,13,6566,1279,3061,0,0,5,1,1,2,1,2,0,0,0
0,0,0,0,3,0,1871,4776,0,0,6,2,1,5,12,2,1,0,101
0,0,0,0,7,5116,1819,4733,0,0,5,1,1,0,9,2,0,0,101
0,0,0,0,1,0,1871,4776,0,4,2,0,0,0,1,2,1,0,101
9,629,3,425,33,4316,547,1241,2163,0,9,1,1,3,1,2,0,0,103
7,1164,2,196,32,4789,1434,3258,1021,0,6,0,0,0,3,2,0,0,103
0,0,0,0,175,9514,120,2432,361,0,6,1,1,0,0,2,1,0,102
0,0,0,0,1,0,1871,4776,0,0,6,2,1,2,12,2,0,0,101
0,0,0,0,14,1614,0,2350,0,0,7,2,1,0,10,0,1,0,102
0,0,0,0,20,4319,0,4219,0,0,6,1,1,0,12,2,0,0,101
0,0,0,0,8,4702,0,3101,2220,3,6,1,3,8,4,2,0,1,100
1,56,1,120,39,5273,0,809,0,0,1,1,1,2,1,2,0,0,102
6,1527,0,0,13,3752,0,1200,0,0,5,1,1,0,1,0,0,0,102
2,733,0,0,10,6726,0,1905,2622,0,6,1,1,0,1,2,0,1,100
0,0,0,0,6,228,0,3473,0,4,6,1,1,0,12,2,0,0,101
0,0,0,0,1,0,0,4673,0,0,6,1,1,2,17,2,1,0,101
0,0,0,0,7,1652,0,3101,0,0,7,7,1,2,1,2,0,0,101
1,3248,0,0,28,6611,157,650,0,0,5,2,1,3,1,2,0,0,102
0,0,0,0,42,7554,532,1435,0,0,8,0,0,0,1,2,0,0,102
5,202,0,0,94,8663,216,1185,0,0,1,1,1,3,1,2,0,0,102
0,0,0,0,4,112,1725,4673,0,0,4,0,0,0,1,2,1,0,101
0,0,0,0,16,7283,677,1690,0,0,7,1,3,5,1,0,1,0,102
4,1420,2,252,13,2572,0,2598,0,0,7,0,0,2,1,0,0,0,102
1,220,3,278,11,1156,0,1200,0,0,5,1,1,0,9,2,0,0,102
0,0,0,0,2,61,0,4673,0,0,5,1,5,0,1,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,1,2,1,3,1,2,0,0,101
0,0,0,0,30,3545,0,214,0,0,3,0,0,0,3,2,0,0,102
0,0,0,0,11,2780,0,463,0,0,6,0,0,0,3,2,1,0,102
0,0,0,0,1,0,1871,4776,0,0,4,2,1,2,12,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,5,1,1,0,0,2,0,0,3
3,163,0,0,73,8355,599,2391,531,2,6,1,4,1,2,2,0,0,102
10,579,1,468,75,6740,562,2367,0,0,1,1,1,3,0,2,0,0,103
1,0,0,0,53,5707,760,2814,1946,0,0,1,3,1,2,2,0,1,100
0,0,0,0,28,3323,1279,1638,0,0,7,0,0,1,1,2,0,0,101
9,1921,3,703,76,7062,551,1710,1674,0,1,2,1,1,5,2,0,0,103
0,0,0,0,1,0,1871,4776,0,0,1,1,3,6,0,2,0,0,101
5,1520,1,255,19,7075,0,1220,1938,0,5,2,1,0,1,2,0,1,100
0,0,0,0,90,8446,0,1192,0,0,7,1,3,0,1,2,1,0,102
8,2696,3,1142,36,7726,646,766,1843,0,1,0,0,2,1,0,0,0,103
0,0,0,0,9,416,0,135,0,0,7,7,1,4,0,2,1,0,102
15,2589,0,0,33,4294,793,2273,0,0,8,2,1,0,2,2,1,0,102
5,1952,1,57,10,1242,0,1905,0,0,1,0,0,7,1,2,0,0,102
7,1895,4,856,70,8829,659,1370,1954,0,7,2,1,0,1,2,1,1,103
0,0,0,0,24,3883,1518,3652,0,0,7,0,0,2,1,2,0,0,101
5,1649,3,1017,9,3542,0,2276,0,0,7,0,0,0,1,0,0,0,103
0,0,1,70,27,6596,0,69,1647,0,6,0,0,0,3,2,0,1,100
0,0,0,0,22,4554,161,3931,0,0,3,1,3,5,0,2,0,0,101
0,0,0,0,4,14,1835,4754,0,0,7,1,1,0,0,2,0,0,3
2,1106,0,0,38,6859,0,1023,0,0,8,0,0,2,2,2,0,0,102
1,799,0,0,21,3307,0,94,1749,0,5,0,0,0,1,0,0,1,100
3,614,0,0,8,1528,0,2156,0,0,1,1,1,6,1,0,0,0,102
0,0,0,0,6,2093,0,3473,0,0,7,0,0,0,2,2,0,0,101
5,1188,1,85,78,8694,0,354,1485,0,3,1,3,3,0,2,0,0,102
2,125,0,0,27,4011,747,1335,0,4,6,1,1,0,1,2,0,0,101
7,1702,0,0,8,622,1230,2546,0,0,5,2,1,5,10,0,1,0,102
6,2726,3,710,51,6949,424,1417,1024,0,7,1,5,0,1,2,0,0,103
0,0,0,0,1,0,1871,4776,0,0,6,0,0,5,0,2,0,0,101
0,0,0,0,7,1120,0,3101,0,0,6,1,3,3,1,2,0,0,101
2,947,0,0,3,1205,0,1200,0,0,6,2,1,6,1,2,0,0,0
0,0,0,0,14,1093,1687,4508,0,0,6,1,1,2,3,2,0,0,3
3,266,0,0,16,1924,0,4233,0,0,5,1,4,6,1,2,0,0,101
8,1389,0,0,32,9153,830,4199,0,0,0,1,1,1,0,2,1,0,102
0,0,0,0,12,631,1492,4453,0,0,6,1,3,0,1,2,1,0,101
2,2709,0,0,17,5809,1099,3705,1510,4,6,2,1,1,1,2,0,1,100
0,0,0,0,5,184,1810,4716,0,0,1,1,1,0,2,2,0,0,101
2,621,0,0,19,2299,174,3156,0,0,5,1,3,8,9,2,0,0,101
0,0,0,0,47,6955,497,2089,156,0,1,1,1,6,0,2,0,0,102
0,0,0,0,26,2505,800,3751,0,0,3,0,0,0,0,2,0,0,101
0,0,0,0,15,4186,0,1495,2147,0,1,1,1,8,1,2,0,1,100
2,1174,5,524,1,103,0,697,0,0,6,2,1,0,3,2,0,0,103
11,2496,0,0,54,4947,0,1065,473,0,5,0,0,6,1,2,0,0,102
4,730,1,448,27,5825,1444,4430,0,0,0,1,1,2,12,2,0,0,101
1,254,0,0,12,7503,1279,1690,0,0,6,0,0,0,2,2,0,0,102
0,0,0,0,3,0,1871,4776,0,0,3,0,0,0,0,2,1,0,101
0,0,0,0,1,0,1871,4776,0,0,5,0,0,0,0,2,1,0,101
0,0,3,486,22,3439,0,1589,233,0,9,0,0,2,0,2,0,1,100
2,105,0,0,28,5739,0,413,1613,0,1,2,11,8,1,2,0,1,100
4,414,0,0,26,2342,0,1579,0,0,6,3,0,0,0,2,0,0,102
6,1440,0,0,23,3640,841,1095,0,0,6,1,5,2,2,2,0,0,102
6,886,0,0,11,1206,0,0,0,0,7,1,1,4,1,2,0,0,0
1,171,0,0,16,3728,0,1095,1567,0,5,1,3,1,1,0,0,0,102
6,345,0,0,41,5425,0,2015,0,0,1,1,1,6,2,2,0,0,102
7,528,0,0,11,2195,1492,3981,928,0,8,1,1,1,0,2,0,0,101
3,855,1,260,54,7803,760,1372,0,0,1,0,0,0,9,2,1,0,102
1,520,0,0,28,3687,0,1690,1120,0,9,1,3,6,3,2,1,1,100
0,0,0,0,13,1865,0,1690,0,0,5,0,0,0,1,0,0,0,102
11,2803,4,286,104,8203,0,502,696,0,6,0,0,1,19,2,0,0,103
0,0,2,1042,5,1215,1752,4687,0,0,7,2,1,0,12,2,0,0,101
0,0,0,0,27,4451,771,3018,0,0,1,2,1,1,0,2,1,0,101
0,0,0,0,7,584,1545,3473,0,0,5,2,1,0,9,2,0,0,101
0,0,0,0,27,5418,0,463,2404,0,5,1,1,2,1,2,0,1,100
0,0,2,9,141,8938,151,1281,0,0,1,1,1,0,1,2,0,0,102
3,1698,0,0,96,7356,772,1350,0,0,1,0,0,0,0,2,0,0,102
2,86,2,91,70,7713,1326,3617,479,4,6,2,1,2,1,2,0,0,101
4,514,3,59,100,6042,206,968,0,0,1,0,0,0,9,2,0,0,102
0,0,0,0,30,6427,0,1266,2623,0,7,3,0,0,2,2,0,1,100
3,3176,0,0,14,4032,800,2308,0,0,6,2,1,7,1,2,0,0,102
0,0,0,0,24,8481,312,2960,0,0,7,1,1,0,12,2,1,0,102
0,0,0,0,45,7846,518,1585,0,0,7,1,3,0,0,2,0,0,102
0,0,3,887,13,3072,715,86,2158,0,5,2,1,6,1,2,1,1,100
0,0,0,0,3,801,1783,4740,0,0,4,1,1,0,2,2,0,0,3
0,0,0,0,16,865,0,367,0,0,5,1,3,6,0,2,0,0,102
5,1135,0,0,32,6341,0,41,0,0,1,7,12,8,19,1,0,0,102
5,1376,1,48,25,2401,800,1309,0,0,1,2,1,0,1,2,1,0,102
0,0,0,0,21,5277,557,2758,0,0,1,1,1,6,0,2,0,0,102
0,0,0,0,16,1693,1099,3900,0,0,7,1,1,0,1,2,0,0,3
4,200,0,0,12,1464,0,3758,766,0,4,2,1,3,1,2,1,1,100
5,3086,0,0,125,9015,1096,2640,0,3,6,2,1,0,3,2,0,0,103
9,2048,0,0,63,8662,0,421,1551,0,5,0,1,7,7,0,0,1,100
0,0,1,80,15,3017,0,2927,1957,0,6,1,3,0,1,2,0,1,100
10,3283,0,0,41,5852,0,507,2520,0,6,1,1,1,3,2,0,1,100
7,1223,2,178,92,8852,188,1239,1444,0,7,1,5,5,12,2,1,0,103
0,0,0,0,5,214,1847,4744,0,0,4,2,1,2,12,2,1,0,101
5,2181,0,0,10,1409,1230,3300,0,0,1,0,0,7,1,0,0,0,102
0,0,0,0,1,0,1871,4776,0,0,5,1,3,4,0,2,0,0,101
4,3168,0,0,2,899,0,535,0,0,5,3,1,0,6,0,0,0,102
0,0,0,0,5,2001,0,4299,0,0,7,0,0,2,2,2,0,0,101
3,1720,1,564,35,4046,1556,4164,0,0,6,1,4,5,0,2,1,0,101
21,1650,3,364,170,8797,0,233,0,0,7,1,1,6,1,2,0,0,103
6,2416,0,0,22,6017,0,1226,2486,0,1,2,1,4,1,2,0,0,100
1,345,0,0,10,5378,1440,1417,0,0,6,2,1,7,14,0,1,0,102
2,244,0,0,22,2792,0,2758,0,3,6,2,1,2,0,2,0,0,101
0,0,1,86,40,6043,677,2124,0,0,7,0,0,8,1,2,1,1,100
3,2642,0,0,7,2535,0,755,0,0,7,0,0,5,1,2,0,0,102
0,0,0,0,179,9241,974,3742,0,0,6,1,1,7,3,2,1,0,102
13,2135,1,20,59,5154,0,234,2683,0,7,1,1,3,9,2,1,1,100
1,682,1,124,97,8943,270,1265,0,0,3,1,3,1,1,2,1,0,102
0,0,0,0,5,127,1847,4760,0,3,6,1,4,0,2,2,0,0,101
0,0,0,0,8,1661,1725,4539,0,0,8,0,0,0,0,0,0,0,101
11,1069,0,0,122,9259,1151,3238,0,1,6,2,1,0,0,2,0,0,103
0,0,0,0,18,4717,0,723,0,0,8,2,1,5,0,2,0,0,0
1,145,0,0,0,0,0,3473,0,0,8,1,1,5,2,2,0,1,100
3,979,0,0,9,3671,0,2679,0,0,7,1,1,4,1,2,1,0,102
4,389,0,0,53,6435,1113,2409,124,0,5,2,1,6,2,2,1,1,100
3,953,0,0,21,3590,0,2927,0,0,9,1,1,2,1,2,0,0,0
4,2467,2,202,31,5531,664,1046,0,0,9,2,1,0,12,2,1,0,102
4,1012,2,161,14,2343,0,899,0,0,8,1,3,6,1,0,0,0,102
3,599,0,0,13,7484,0,2350,0,0,6,1,1,7,2,0,0,0,102
0,0,2,1095,39,4944,0,62,2680,0,9,2,1,0,1,0,0,1,100
11,2994,4,595,180,9044,50,581,0,0,6,1,1,2,2,2,0,0,103
1,857,0,0,28,6274,0,2254,447,0,8,3,0,2,19,2,0,1,100
1,748,0,0,45,8155,89,2169,0,0,7,0,0,7,0,2,0,0,102
0,0,0,0,1,0,0,4776,0,0,1,2,1,3,0,2,0,0,101
0,0,0,0,5,526,1667,4371,0,0,6,1,1,0,12,2,0,0,101
0,0,0,0,12,2924,0,1905,2531,0,5,0,0,0,1,0,0,1,100
0,0,0,0,18,1120,0,3473,0,0,7,3,0,2,0,2,0,0,101
0,0,1,46,30,7939,1603,2944,0,0,1,2,1,2,2,2,0,0,101
0,0,0,0,8,4154,1803,4697,0,3,6,1,1,0,18,2,0,0,101
0,0,0,0,4,3340,1803,4673,0,0,1,2,1,2,12,2,0,0,101
1,2604,3,998,176,9381,663,2045,826,0,7,1,1,1,0,2,1,0,103
0,0,1,23,88,7866,1098,3282,0,0,7,1,3,6,0,2,0,0,101
3,1174,0,0,11,7853,0,2758,0,0,6,1,1,8,2,2,1,0,102
2,1422,0,0,15,1742,0,993,0,0,7,1,3,7,1,0,0,0,102
5,885,1,16,95,8734,956,1003,0,0,3,1,3,3,0,2,0,0,102
1,0,0,0,11,5252,1440,4008,1804,0,6,1,4,2,0,2,0,1,100
0,0,0,0,21,5031,952,3473,0,0,1,0,0,0,9,2,1,0,101
10,2631,7,911,257,9517,64,420,73,0,5,1,3,2,7,0,0,0,103
9,3003,0,0,97,7801,1032,2949,182,0,0,0,0,2,3,2,0,0,102
0,0,0,0,8,96,1851,4754,0,0,4,0,0,0,2,2,0,0,101
5,2084,2,498,21,2444,729,2389,0,0,1,1,1,3,1,0,0,0,102
0,0,0,0,6,2392,1855,4762,0,0,6,1,1,2,2,2,0,0,3
1,7,3,275,145,9191,300,1009,194,5,6,2,1,2,10,2,1,0,103
4,585,0,0,16,3038,0,697,2522,0,6,3,0,1,2,2,1,1,100
3,2553,0,0,9,2429,0,306,1870,0,6,1,1,7,1,0,1,1,100
5,760,3,369,51,7432,0,615,2214,0,7,1,1,6,1,2,0,0,103
0,0,0,0,32,8780,0,367,0,0,6,1,1,1,3,2,0,0,0
1,502,0,0,23,4524,0,1073,0,0,1,1,1,4,9,2,0,0,102
4,444,0,0,9,1737,1333,3640,0,0,4,0,0,2,2,2,0,0,101
3,2672,0,0,19,2259,0,2951,0,0,7,0,0,2,1,2,0,0,102
8,3249,1,120,90,8237,250,1760,0,0,7,2,1,2,1,2,1,0,103
2,2138,0,0,36,4998,1669,4486,0,0,8,2,1,5,0,2,1,0,101
0,0,0,0,18,5496,1015,948,0,0,7,2,1,2,0,2,0,0,0
0,0,4,756,213,9458,1738,4448,0,0,4,7,12,8,4,1,0,0,103
0,0,0,0,10,1667,1391,4246,0,0,7,0,0,1,7,2,0,1,101
1,104,0,0,2,60,0,4164,0,0,1,2,1,0,9,2,0,0,101
1,86,0,0,22,2455,1361,3731,0,0,5,0,4,6,0,2,0,0,101
0,0,0,0,8,315,1492,4164,0,0,5,1,1,8,9,2,0,0,101
0,0,0,0,3,83,0,4453,0,0,6,1,1,0,3,2,1,0,101
1,27,0,0,22,7263,0,2719,0,0,0,1,1,6,5,2,0,0,102
0,0,0,0,6,275,0,398,0,4,6,1,1,0,0,2,0,0,101
1,703,0,0,24,3005,0,83,0,0,6,0,0,0,1,0,0,0,102
3,731,0,0,3,408,0,3473,0,0,4,0,0,6,2,2,1,1,100
0,0,0,0,4,23,1835,4754,0,0,5,2,1,0,0,2,0,0,3
6,1367,1,0,32,4436,1522,3892,0,0,7,1,3,0,0,2,1,0,101
1,2,0,0,5,408,0,4673,0,0,9,2,1,2,1,2,0,0,3
0,0,0,0,12,2512,0,1690,0,0,7,1,1,2,1,2,0,0,0
3,431,0,0,10,748,0,1495,0,0,7,1,1,0,1,0,1,0,102
16,2815,3,706,86,6804,1216,2422,347,0,3,2,1,7,3,2,0,1,103
0,0,0,0,13,1347,0,4256,0,0,5,1,1,3,2,2,1,0,101
0,0,0,0,2,15,0,4673,0,0,3,1,1,0,0,2,1,0,101
0,0,0,0,1,0,1871,4776,0,1,6,1,4,0,2,2,0,0,101
0,0,0,0,4,605,1725,4164,0,3,6,1,1,2,3,2,0,0,101
0,0,0,0,9,1553,1015,4008,0,0,4,0,0,0,19,2,1,0,101
0,0,0,0,24,1655,1746,4634,0,4,6,2,1,2,3,2,0,0,101
13,2190,8,955,111,8788,700,2378,605,0,7,1,1,8,1,2,0,0,103
2,1230,0,0,24,2280,1830,4707,0,2,6,2,1,3,2,2,0,0,101
0,0,0,0,5,716,1391,2927,0,0,6,0,1,1,1,2,1,0,101
3,1329,0,0,0,0,0,3473,0,0,5,2,1,5,2,2,0,0,0
0,0,0,0,6,1126,1696,3607,0,0,7,2,1,0,1,2,0,0,3
3,558,0,0,10,1628,0,1905,2311,0,6,0,0,0,4,0,1,1,100
2,1543,0,0,2,108,0,4164,0,0,5,1,1,0,1,0,0,0,102
0,0,0,0,3,631,0,463,0,0,7,0,0,0,1,0,1,0,102
0,0,0,0,1,0,1871,4776,0,0,0,1,1,0,3,2,1,0,101
0,0,0,0,12,4324,0,3473,0,0,1,1,3,0,7,0,0,0,102
0,0,0,0,12,6529,0,1690,0,0,5,1,1,6,0,2,0,0,0
2,1595,0,0,28,2997,0,1266,0,0,9,0,7,6,0,0,0,0,102
0,0,0,0,1,0,1871,4776,0,0,6,0,0,2,2,2,0,0,101
0,0,0,0,4,6433,0,4164,0,4,6,1,1,4,0,2,0,0,101
5,319,0,0,14,1533,0,1926,0,0,9,1,1,3,3,2,0,0,0
0,0,0,0,35,5169,1358,4042,0,4,6,1,9,1,3,2,0,0,101
1,0,0,0,8,1127,0,2758,0,0,5,0,0,8,8,2,1,0,102
1,233,0,0,18,2641,1057,993,0,0,1,2,1,0,1,2,0,0,102
4,914,1,76,36,6029,0,860,0,0,5,1,1,0,5,2,0,0,102
2,421,0,0,14,2907,1691,4567,0,0,3,3,0,0,3,2,1,0,101
0,0,0,0,2,0,1871,4776,0,0,5,1,1,5,0,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,6,2,1,8,2,2,0,0,101
0,0,0,0,7,418,0,3946,0,0,5,1,1,0,0,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,5,1,1,2,0,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,1,0,0,3,0,2,1,0,101
0,0,0,0,9,2024,1440,4008,0,0,5,1,1,2,0,2,0,0,3
2,56,0,0,3,1188,0,4164,0,0,1,1,1,0,7,0,0,0,102
1,248,0,0,37,6965,0,635,0,0,7,1,3,2,1,0,0,0,102
0,0,0,0,11,4697,1333,4420,0,0,6,1,1,2,12,2,0,0,101
1,190,0,0,8,1776,0,755,0,0,5,1,1,0,1,2,0,0,0
0,0,0,0,10,4010,0,2443,2149,0,6,1,1,0,3,0,0,1,100
